month,supplier,bnf_name,bnf_code,total_items,total_cost
2018-09-01,Microtest,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,1,76.61305
2018-09-01,EMIS,Toradol_Inj 30mg/ml 1ml Amp,1501042E0BBAAAA,1,44.77034
2018-09-01,EMIS,Ondemet_Tab 8mg,0406000S0BCADAC,1,201.74472
2018-09-01,TPP,Clarithromycin_I/V Inf 500mg Vl,0501050B0AAACAC,1,87.69119
2018-09-01,Microtest,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,2,66.54522
2018-09-01,EMIS,Co-Amoxiclav_Inj 1g/200mg Vl,0501013K0AAAFAF,3,90.66027
2018-09-01,Vision,Viridal Duo_S/Pack Inj 20mcg Cart,0704050B0BCAGBL,4,91.1738
2018-09-01,TPP,Ketamine_Inj 50mg/ml 10ml Vl,1501010F0AAABAB,4,260.28396
2018-09-01,EMIS,Co-Amoxiclav_Inj 500mg/100mg Vl,0501013K0AAAEAE,1,6.01332
2018-09-01,EMIS,Omeprazole_I/V Inf 40mg Vl,0103050P0AAAVAV,2,107.55889
2018-09-01,TPP,Tranexamic Acid_Inj 100mg/ml 5ml Amp,0211000P0AAAAAA,27,534.47127
2018-09-01,TPP,Levetiracetam_I/V Inf 100mg/ml 5ml Vl,0408010A0AAAJAJ,13,3721.23668
2018-09-01,Vision,Levetiracetam_I/V Inf 100mg/ml 5ml Vl,0408010A0AAAJAJ,3,2339.01561
2018-09-01,TPP,Viridal Duo_S/Pack Inj 40mcg Cart,0704050B0BCAIBN,15,858.32827
2018-09-01,EMIS,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,1,21.58417
2018-09-01,EMIS,Viridal Duo_S/Pack Inj 10mcg Cart,0704050B0BCAHBM,28,654.38843
2018-09-01,TPP,"Promixin_Inj 1,000,000u Vl (Dry)",0501070I0BCABAB,3,521.04646
2018-10-01,Vision,Levetiracetam_I/V Inf 100mg/ml 5ml Vl,0408010A0AAAJAJ,2,1346.9364
2018-10-01,TPP,Ketalar_Inj 50mg/ml 10ml Vl,1501010F0BBAAAB,1,40.70452
2018-10-01,EMIS,Cefuroxime Sod_Inj 750mg Vl,0501021J0AAABAB,1,11.805
2018-10-01,Microtest,Cefuroxime Sod_Inj 750mg Vl,0501021J0AAABAB,5,246.10667
2018-10-01,Vision,Amoxicillin Sod_Inj 500mg Vl,0501013C0AAADAD,2,61.04906
2018-10-01,EMIS,Amoxicillin Sod_Inj 500mg Vl,0501013C0AAADAD,10,208.61113999999998
2018-10-01,EMIS,Vancomycin HCl_I/V Inf 500mg Vl,0501070U0AAACAC,5,1182.31412
2018-10-01,EMIS,Viridal Duo_S/Pack Inj 10mcg Cart,0704050B0BCAHBM,53,1327.54326
2018-10-01,TPP,Emtricitabine/Tenofovir_Tab 200mg/245mg,0503010AAAAAAAA,1,330.11501
2018-10-01,TPP,Fluclox Sod_Inj 1g Vl,0501012G0AAAEAE,1,272.83981
2018-10-01,EMIS,Tranexamic Acid_Inj 100mg/ml 5ml Amp,0211000P0AAAAAA,38,738.3640300000001
2018-10-01,EMIS,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,4,763.41885
2018-10-01,EMIS,Phenylbutazone_Tab 100mg,1001010Q0AAABAB,4,543.00807
2018-10-01,TPP,Zoledronic Acid_I/V Inf 800mcg/ml 5ml Vl,0606020V0AAABAB,2,323.2232
2018-10-01,TPP,Phenylbutazone_Tab 100mg,1001010Q0AAABAB,12,1879.90481
2018-10-01,TPP,Viridal Duo_S/Pack Inj 10mcg Cart,0704050B0BCAHBM,17,374.00337
2018-10-01,TPP,Ketorolac Trometamol_Inj 30mg/ml 1ml Amp,1501042E0AAAAAA,15,268.20023
2018-10-01,EMIS,Ketamine_Inj 50mg/ml 10ml Vl,1501010F0AAABAB,8,480.26617999999996
2018-10-01,TPP,Fluclox Sod_Inj 500mg Vl,0501012G0AAADAD,1,63.77213
2018-10-01,TPP,Vancomycin HCl_I/V Inf 500mg Vl,0501070U0AAACAC,1,94.20282
2018-10-01,Vision,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,3,11.61429
2018-10-01,EMIS,Ceftazidime Pentahyd_Inj 1g Vl,0501021H0AAABAB,1,489.41897
2018-10-01,Microtest,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,5,165.6061
2018-10-01,Vision,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,1,20.89205
2018-10-01,EMIS,"Adren_Inj 1/10,000 10ml Pfs",0207030A0AAABAB,1,33.79103
2018-10-01,EMIS,Levobupivac HCl_Inj 2.5mg/ml 10ml Amp,1502010V0AAAAAA,2,13.32794
2018-10-01,Vision,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,4,387.7759
2018-10-01,TPP,Tazocin_I/V Inf 4.5g Vl,0501014S0BBABAB,2,886.90877
2018-10-01,EMIS,Abacavir/Lamivudine_Tab 600mg/300mg,0503010Z0AAAAAA,1,263.96828
2018-10-01,Vision,Piperacillin/Tazobactam_I/VInf 4g/0.5gVl,0501014S0AAABAB,1,211.17525
2018-10-01,Microtest,Fluclox Sod_Inj 250mg Vl,0501012G0AAACAC,2,47.9088
2018-10-01,Microtest,Omeprazole_I/V Inf 40mg Vl,0103050P0AAAVAV,4,217.04947
2018-10-01,Vision,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,1,120.93597
2018-10-01,Vision,Tranexamic Acid_Inj 100mg/ml 5ml Amp,0211000P0AAAAAA,5,42.25745
2018-10-01,EMIS,Meropenem_Inj 500mg Vl (Dry),0501022A0AAAAAA,9,2519.70045
2018-10-01,EMIS,Ketorolac Trometamol_Inj 30mg/ml 1ml Amp,1501042E0AAAAAA,10,196.39886
2018-10-01,EMIS,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,22,2883.6687800000004
2018-10-01,TPP,Levetiracetam_I/V Inf 100mg/ml 5ml Vl,0408010A0AAAJAJ,18,5340.30111
2018-10-01,EMIS,Ceftriaxone Sod_Inj 250mg Vl,0501021G0AAABAB,10,42.427730000000004
2018-10-01,TPP,Levobupivac HCl_Inj 2.5mg/ml 10ml Amp,1502010V0AAAAAA,8,59.41382
2018-10-01,TPP,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,7,344.99894
2018-10-01,TPP,Cefotaxime Sod_Inj 1g Vl,0501021D0AAABAB,2,39.100139999999996
2018-10-01,TPP,Abacavir/Lamivudine_Tab 600mg/300mg,0503010Z0AAAAAA,2,335.80459
2018-10-01,TPP,Piperacillin/Tazobactam_Inj 2g/0.25g Vl,0501014S0AAAAAA,1,372.22694
2018-10-01,TPP,Ceftriaxone Sod_Inj 250mg Vl,0501021G0AAABAB,4,17.86692
2018-10-01,TPP,Chirocaine_Inj 2.5mg/ml 10ml Amp,1502010V0BBAAAA,3,3.9253799999999996
2018-10-01,EMIS,Ceftriaxone Sod_Inj 1g Vl,0501021G0AAACAC,17,1635.9130499999999
2018-10-01,EMIS,Emtricitabine/Tenofovir_Tab 200mg/245mg,0503010AAAAAAAA,2,324.73374
2018-10-01,TPP,Ceftazidime Pentahyd_Inj 1g Vl,0501021H0AAABAB,1,411.17237
2018-10-01,EMIS,Viridal Duo_S/Pack Inj 20mcg Cart,0704050B0BCAGBL,14,432.97959
2018-10-01,TPP,Capecitabine_Tab 500mg,0801030V0AAAAAA,1,311.91516
2018-10-01,Microtest,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,6,497.28525
2018-10-01,EMIS,Gelaspan_Ecobag I/V Inf 4% 500ml,0902022I0BFAAAA,1,110.44254
2018-10-01,TPP,"Promixin_Inj 1,000,000u Vl (Dry)",0501070I0BCABAB,1,167.04959
2018-10-01,EMIS,Clarithromycin_I/V Inf 500mg Vl,0501050B0AAACAC,3,219.26112
2018-10-01,Microtest,Viridal Duo_S/Pack Inj 20mcg Cart,0704050B0BCAGBL,3,136.71082
2018-10-01,EMIS,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,214,21693.00478
2018-10-01,TPP,Nutricia_preOp Liq,090402000BBQFA0,5,134.10007000000002
2018-10-01,TPP,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,167,16273.582189999997
2018-10-01,EMIS,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,21,1372.48841
2018-10-01,TPP,Tranexamic Acid_Inj 100mg/ml 5ml Amp,0211000P0AAAAAA,26,447.08189
2018-10-01,EMIS,Cefotaxime Sod_Inj 500mg Vl,0501021D0AAAAAA,1,5.56791
2018-10-01,TPP,Toradol_Inj 30mg/ml 1ml Amp,1501042E0BBAAAA,2,16.03973
2018-10-01,EMIS,Levetiracetam_I/V Inf 100mg/ml 5ml Vl,0408010A0AAAJAJ,17,3899.0959500000004
2018-10-01,TPP,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,7,1221.7349
2018-10-01,EMIS,Botox_Inj Pdr 200u Vl,0409030B0BCACAG,1,256.49489
2018-10-01,TPP,Viridal Duo_S/Pack Inj 40mcg Cart,0704050B0BCAIBN,23,1439.97305
2018-10-01,EMIS,Ceftazidime Pentahyd_Inj 2g Vl,0501021H0AAACAC,1,18.10602
2018-10-01,EMIS,Zoledronic Acid_I/V Inf 50mcg/ml 100mlVl,0606020V0AAAFAF,1,235.33068
2018-10-01,TPP,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,43,4481.4951
2018-10-01,Vision,Levobupivac HCl_Inj 5mg/ml 10ml Amp,1502010V0AAABAB,2,3.00667
2018-10-01,TPP,Meropenem_Inj 1g Vl (Dry),0501022A0AAABAB,1,1099.76671
2018-10-01,TPP,Ertapenem Sod_I/V Inf 1g Vl (Dry),0501022B0AAAAAA,3,440.59779
2018-10-01,Microtest,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,4,501.14879
2018-10-01,Vision,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,18,128.47879
2018-10-01,EMIS,Omeprazole_I/V Inf 40mg Vl,0103050P0AAAVAV,2,289.55593
2018-10-01,TPP,Methotrexate_Inj 100mg/ml 10ml Vl,0801030P0AACKCK,1,78.87867
2018-10-01,EMIS,Fluclox Sod_Inj 500mg Vl,0501012G0AAADAD,4,195.77591999999999
2018-10-01,EMIS,Zoledronic Acid_I/V Inf 40mcg/ml 100ml,0606020V0AAADAD,1,139.21006
2018-10-01,EMIS,Vancomycin HCl_I/V Inf 1g Vl,0501070U0AAAFAF,4,359.74354999999997
2018-10-01,TPP,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,70,434.37754000000007
2018-10-01,Vision,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,2,195.81095
2018-10-01,TPP,Esomeprazole_Inj 40mg Vl (Dry),0103050E0AAACAC,3,360.26219
2018-10-01,EMIS,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,60,400.37401
2018-10-01,EMIS,Viridal Duo_S/Pack Inj 40mcg Cart,0704050B0BCAIBN,21,747.87906
2018-10-01,TPP,Viridal Duo_S/Pack Inj 20mcg Cart,0704050B0BCAGBL,13,592.33916
2018-10-01,Vision,Viridal Duo_S/Pack Inj 10mcg Cart,0704050B0BCAHBM,1,18.70513
2018-10-01,Vision,Viridal Duo_S/Pack Inj 20mcg Cart,0704050B0BCAGBL,1,45.57027
2018-10-01,EMIS,Co-Amoxiclav_Inj 1g/200mg Vl,0501013K0AAAFAF,3,83.73619
2018-10-01,TPP,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,9,409.4826200000001
2018-10-01,EMIS,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,45,3266.47472
2018-10-01,TPP,Meropenem_Inj 500mg Vl (Dry),0501022A0AAAAAA,2,471.62648
2018-10-01,TPP,Methotrexate_Inj 2.5mg/ml 2ml Vl,0801030P0AAAIAI,1,6.68149
2018-10-01,EMIS,Methotrexate_Inj 2.5mg/ml 2ml Vl,0801030P0AAAIAI,1,107.0162
2018-10-01,EMIS,Fluclox Sod_Inj 1g Vl,0501012G0AAAEAE,3,609.72295
2018-10-01,TPP,Co-Amoxiclav_Inj 1g/200mg Vl,0501013K0AAAFAF,1,20.76933
2018-10-01,Vision,Tazocin_I/V Inf 4.5g Vl,0501014S0BBABAB,1,295.64039
2018-10-01,EMIS,Ertapenem Sod_I/V Inf 1g Vl (Dry),0501022B0AAAAAA,8,2525.97994
2018-10-01,TPP,Amoxicillin Sod_Inj 500mg Vl,0501013C0AAADAD,10,143.32319999999999
2018-10-01,Vision,Chirocaine_Inj 5mg/ml 10ml Amp,1502010V0BBABAB,7,10.52334
2018-10-01,Vision,Levobupivac HCl_Inj 2.5mg/ml 10ml Amp,1502010V0AAAAAA,1,6.66397
2018-10-01,TPP,Ceftriaxone Sod_Inj 1g Vl,0501021G0AAACAC,8,337.89784
2018-10-01,Vision,Viridal Duo_S/Pack Inj 40mcg Cart,0704050B0BCAIBN,3,166.16505
2018-10-01,EMIS,Botox_Inj 100u Vl,0409030B0BCAAAE,2,641.2620199999999
2018-11-01,Microtest,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,1,6.47876
2018-11-01,TPP,Phenylbutazone_Tab 100mg,1001010Q0AAABAB,8,772.9438
2018-11-01,EMIS,Methotrexate_Inj 2.5mg/ml 2ml Vl,0801030P0AAAIAI,2,113.78033
2018-11-01,Vision,Chirocaine_Inj 5mg/ml 10ml Amp,1502010V0BBABAB,5,7.5147
2018-11-01,TPP,Viridal Duo_S/Pack Inj 40mcg Cart,0704050B0BCAIBN,26,1384.32125
2018-11-01,TPP,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,77,482.50820999999996
2018-11-01,EMIS,Piperacillin/Tazobactam_I/VInf 4g/0.5gVl,0501014S0AAABAB,2,426.69301
2018-11-01,Microtest,Omeprazole_I/V Inf 40mg Vl,0103050P0AAAVAV,1,108.48391
2018-11-01,Vision,Ketorolac Trometamol_Inj 30mg/ml 1ml Amp,1501042E0AAAAAA,2,68.70344
2018-11-01,Vision,Ketamine_Inj 50mg/ml 10ml Vl,1501010F0AAABAB,2,162.75062
2018-11-01,Vision,Levetiracetam_I/V Inf 100mg/ml 5ml Vl,0408010A0AAAJAJ,6,3401.85627
2018-11-01,Vision,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,3,400.82142
2018-11-01,TPP,Ceftriaxone Sod_Inj 250mg Vl,0501021G0AAABAB,12,53.56192
2018-11-01,EMIS,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,26,1673.3595300000002
2018-11-01,TPP,Ketamine_Inj 50mg/ml 10ml Vl,1501010F0AAABAB,3,146.49043
2018-11-01,TPP,Ertapenem Sod_I/V Inf 1g Vl (Dry),0501022B0AAAAAA,4,939.64114
2018-11-01,TPP,Fluclox Sod_Inj 1g Vl,0501012G0AAAEAE,1,272.76833
2018-11-01,EMIS,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,209,21395.168949999992
2018-11-01,TPP,Vancomycin HCl_I/V Inf 500mg Vl,0501070U0AAACAC,2,123.31233
2018-11-01,EMIS,Levobupivac HCl_Inj 2.5mg/ml 10ml Amp,1502010V0AAAAAA,4,35.48414
2018-11-01,EMIS,Ertapenem Sod_I/V Inf 1g Vl (Dry),0501022B0AAAAAA,5,1145.2194000000002
2018-11-01,EMIS,Zoledronic Acid_I/V Inf 50mcg/ml 100mlVl,0606020V0AAAFAF,1,247.45955
2018-11-01,TPP,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,40,3791.81043
2018-11-01,Vision,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,2,25.17382
2018-11-01,EMIS,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,36,6904.548379999999
2018-11-01,EMIS,Abacavir/Lamivudine_Tab 600mg/300mg,0503010Z0AAAAAA,2,527.79824
2018-11-01,TPP,Chirocaine_Inj 2.5mg/ml 10ml Amp,1502010V0BBAAAA,6,7.8487
2018-11-01,EMIS,Cefotaxime Sod_Inj 1g Vl,0501021D0AAABAB,1,3.24709
2018-11-01,Vision,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,12,74.71343999999999
2018-11-01,TPP,Ceftazidime Pentahyd_Inj 1g Vl,0501021H0AAABAB,1,411.06467
2018-11-01,Microtest,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,3,99.80962
2018-11-01,Microtest,Viridal Duo_S/Pack Inj 40mcg Cart,0704050B0BCAIBN,1,55.37384
2018-11-01,EMIS,Botox_Inj 100u Vl,0409030B0BCAAAE,3,384.6663199999999
2018-11-01,TPP,Ondemet_Tab 8mg,0406000S0BCADAC,1,35.41295
2018-11-01,TPP,Enbrel_Inj 50mg/ml 1ml Pf MyClic Pen,1001030D0BBAFAE,1,663.335
2018-11-01,TPP,Cefotaxime Sod_Inj 1g Vl,0501021D0AAABAB,2,35.73043
2018-11-01,Vision,Tranexamic Acid_Inj 100mg/ml 5ml Amp,0211000P0AAAAAA,1,7.29312
2018-11-01,Vision,Amoxicillin Sod_Inj 500mg Vl,0501013C0AAADAD,1,50.85262
2018-11-01,EMIS,Ceftazidime Pentahyd_Inj 1g Vl,0501021H0AAABAB,1,77.37362
2018-11-01,TPP,Tazocin_I/V Inf 4.5g Vl,0501014S0BBABAB,1,211.11992
2018-11-01,TPP,Levobupivac HCl_Inj 2.5mg/ml 10ml Amp,1502010V0AAAAAA,8,72.49193
2018-11-01,EMIS,Gelaspan_Ecobag I/V Inf 4% 500ml,0902022I0BFAAAA,2,220.82722
2018-11-01,EMIS,Omeprazole_I/V Inf 40mg Vl,0103050P0AAAVAV,2,289.48007
2018-11-01,Microtest,"Adren_Inj 1/10,000 10ml Pfs",0207030A0AAABAB,1,6.38598
2018-11-01,EMIS,Ketalar_Inj 50mg/ml 10ml Vl,1501010F0BBAAAB,1,40.68145
2018-11-01,EMIS,Ketorolac Trometamol_Inj 30mg/ml 1ml Amp,1501042E0AAAAAA,9,309.96275
2018-11-01,EMIS,Ceftriaxone Sod_Inj 250mg Vl,0501021G0AAABAB,10,44.6308
2018-11-01,TPP,Tranexamic Acid_Inj 100mg/ml 5ml Amp,0211000P0AAAAAA,28,601.53391
2018-11-01,TPP,Amoxicillin Sod_Inj 500mg Vl,0501013C0AAADAD,8,155.84732
2018-11-01,EMIS,Viridal Duo_S/Pack Inj 20mcg Cart,0704050B0BCAGBL,21,637.99036
2018-11-01,EMIS,Amoxicillin Sod_Inj 500mg Vl,0501013C0AAADAD,9,155.97212
2018-11-01,TPP,Methotrexate_Inj 2.5mg/ml 2ml Vl,0801030P0AAAIAI,3,20.151609999999998
2018-11-01,TPP,Zoledronic Acid_I/V Inf 800mcg/ml 5ml Vl,0606020V0AAABAB,1,161.56926
2018-11-01,TPP,Rapifen Intensive Care_Inj 5mg/1ml Amp,1501043A0BBADAD,1,21.52672
2018-11-01,TPP,Levetiracetam_I/V Inf 100mg/ml 5ml Vl,0408010A0AAAJAJ,28,10749.033759999998
2018-11-01,EMIS,Co-Amoxiclav_Inj 1g/200mg Vl,0501013K0AAAFAF,1,53.68946
2018-11-01,TPP,Cefotaxime Sod_Inj 500mg Vl,0501021D0AAAAAA,1,5.56645
2018-11-01,Vision,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,3,362.71293
2018-11-01,EMIS,Vancomycin HCl_I/V Inf 500mg Vl,0501070U0AAACAC,7,827.6320000000001
2018-11-01,TPP,Abacavir/Lamivudine_Tab 600mg/300mg,0503010Z0AAAAAA,2,527.79824
2018-11-01,TPP,Zoledronic Acid_I/V Inf 40mcg/ml 100ml,0606020V0AAADAD,1,139.17359
2018-11-01,TPP,Chirocaine_Inj 5mg/ml 10ml Amp,1502010V0BBABAB,1,1.50294
2018-11-01,Microtest,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,1,250.50254
2018-11-01,TPP,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,4,676.8615599999999
2018-11-01,Microtest,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,4,668.3233
2018-11-01,EMIS,Fluclox Sod_Inj 1g Vl,0501012G0AAAEAE,2,136.60276
2018-11-01,EMIS,Levetiracetam_I/V Inf 100mg/ml 5ml Vl,0408010A0AAAJAJ,28,6544.175319999999
2018-11-01,TPP,Piperacillin/Tazobactam_I/VInf 4g/0.5gVl,0501014S0AAABAB,2,295.57533
2018-11-01,TPP,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,10,1281.29756
2018-11-01,EMIS,Emtricitabine/Tenofovir_Tab 200mg/245mg,0503010AAAAAAAA,3,957.10436
2018-11-01,TPP,Aciclovir_I/V Inf 25mg/ml 10ml Vl,0503021C0AAAIAI,1,27.84464
2018-11-01,TPP,"Promixin_Inj 1,000,000u Vl (Dry)",0501070I0BCABAB,3,361.84389999999996
2018-11-01,TPP,Esomeprazole_Inj 40mg Vl (Dry),0103050E0AAACAC,1,110.41361
2018-11-01,Vision,Viridal Duo_S/Pack Inj 40mcg Cart,0704050B0BCAIBN,1,55.37384
2018-11-01,TPP,Meropenem_Inj 1g Vl (Dry),0501022A0AAABAB,1,1099.47856
2018-11-01,EMIS,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,32,2726.74052
2018-11-01,TPP,Ceftriaxone Sod_Inj 1g Vl,0501021G0AAACAC,5,124.47826
2018-11-01,EMIS,Phenylbutazone_Tab 100mg,1001010Q0AAABAB,5,671.4013600000001
2018-11-01,Vision,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,1,106.77686
2018-11-01,TPP,Viridal Duo_S/Pack Inj 10mcg Cart,0704050B0BCAHBM,21,504.70781999999997
2018-11-01,TPP,Ketorolac Trometamol_Inj 30mg/ml 1ml Amp,1501042E0AAAAAA,4,66.52020999999999
2018-11-01,EMIS,Botox_Inj Pdr 200u Vl,0409030B0BCACAG,4,1538.60329
2018-11-01,TPP,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,191,20238.363799999996
2018-11-01,EMIS,Meropenem_Inj 1g Vl (Dry),0501022A0AAABAB,1,659.7921
2018-11-01,EMIS,Viridal Duo_S/Pack Inj 10mcg Cart,0704050B0BCAHBM,39,1121.4434300000003
2018-11-01,TPP,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,8,344.26748
2018-11-01,Vision,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,2,16.60149
2018-11-01,Vision,Viridal Duo_S/Pack Inj 10mcg Cart,0704050B0BCAHBM,1,37.37566
2018-11-01,EMIS,Vancomycin HCl_I/V Inf 1g Vl,0501070U0AAAFAF,2,116.09245
2018-11-01,EMIS,Amikacin_Inj 250mg/ml 2ml Vl,0501040C0AAAAAA,1,623.55452
2018-11-01,TPP,Meropenem_Inj 500mg Vl (Dry),0501022A0AAAAAA,3,942.99341
2018-11-01,EMIS,Viridal Duo_S/Pack Inj 40mcg Cart,0704050B0BCAIBN,23,1190.5252
2018-11-01,TPP,Nutricia_preOp Liq,090402000BBQFA0,2,46.63453
2018-11-01,Vision,"Promixin_Inj 1,000,000u Vl (Dry)",0501070I0BCABAB,2,334.01166
2018-11-01,EMIS,Meropenem_Inj 500mg Vl (Dry),0501022A0AAAAAA,4,1100.16518
2018-11-01,EMIS,Ceftriaxone Sod_Inj 1g Vl,0501021G0AAACAC,28,1493.31746
2018-11-01,Microtest,Cefuroxime Sod_Inj 750mg Vl,0501021J0AAABAB,4,196.73387
2018-11-01,EMIS,Tazocin_I/V Inf 4.5g Vl,0501014S0BBABAB,1,422.22745
2018-11-01,EMIS,Ketamine_Inj 50mg/ml 10ml Vl,1501010F0AAABAB,8,309.27825
2018-11-01,EMIS,Fluclox Sod_Inj 500mg Vl,0501012G0AAADAD,1,22.74206
2018-11-01,TPP,Viridal Duo_S/Pack Inj 20mcg Cart,0704050B0BCAGBL,25,1025.02545
2018-11-01,EMIS,Tranexamic Acid_Inj 100mg/ml 5ml Amp,0211000P0AAAAAA,38,626.4904200000001
2018-11-01,EMIS,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,2,149.4427
2018-11-01,TPP,Mag Sulf_Inj 10% 10ml Amp,0905013N0AAABAB,1,61.48454
2018-11-01,EMIS,Efavirenz_Tab 600mg,0503010D0AAADAD,1,185.81114
2018-11-01,EMIS,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,46,270.04742
2018-11-01,Vision,Viridal Duo_S/Pack Inj 20mcg Cart,0704050B0BCAGBL,4,91.14148
2018-11-01,Vision,Nutricia_preOp Liq,090402000BBQFA0,1,81.57941
2018-12-01,EMIS,Co-Amoxiclav_Inj 1g/200mg Vl,0501013K0AAAFAF,3,41.65984
2018-12-01,EMIS,Gelaspan_Ecobag I/V Inf 4% 500ml,0902022I0BFAAAA,2,276.15873
2018-12-01,EMIS,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,229,22236.942679999993
2018-12-01,TPP,Phenylbutazone_Tab 100mg,1001010Q0AAABAB,8,898.40219
2018-12-01,TPP,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,38,3851.87143
2018-12-01,EMIS,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,63,415.1836699999999
2018-12-01,EMIS,Fluclox Sod_Inj 250mg Vl,0501012G0AAACAC,2,34.135459999999995
2018-12-01,TPP,Tazocin_I/V Inf 4g/0.5g Vl,0501014S0BBABAB,2,675.88929
2018-12-01,EMIS,Ceftazidime Pentahyd_Inj 2g Vl,0501021H0AAACAC,1,36.10727
2018-12-01,TPP,Fluclox Sod_Inj 1g Vl,0501012G0AAAEAE,1,272.8977
2018-12-01,TPP,Nutricia_preOp Liq,090402000BBQFA0,2,131.17682
2018-12-01,EMIS,Ketorolac Trometamol_Inj 30mg/ml 1ml Amp,1501042E0AAAAAA,12,684.49375
2018-12-01,EMIS,Viridal Duo_S/Pack Inj 40mcg Cart,0704050B0BCAIBN,21,1108.02676
2018-12-01,Vision,"Promixin_Inj 1,000,000u Vl (Dry)",0501070I0BCABAB,3,389.87334
2018-12-01,Microtest,Omeprazole_I/V Inf 40mg Vl,0103050P0AAAVAV,3,217.08312
2018-12-01,EMIS,Ceftriaxone Sod_Inj 250mg Vl,0501021G0AAABAB,12,53.59964
2018-12-01,EMIS,Toradol_Inj 30mg/ml 1ml Amp,1501042E0BBAAAA,2,89.57573
2018-12-01,Microtest,Viridal Duo_S/Pack Inj 10mcg Cart,0704050B0BCAHBM,1,18.70909
2018-12-01,TPP,Viridal Duo_S/Pack Inj 20mcg Cart,0704050B0BCAGBL,23,706.67507
2018-12-01,Vision,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,2,8.35363
2018-12-01,EMIS,Amoxicillin Sod_Inj 500mg Vl,0501013C0AAADAD,8,117.68526
2018-12-01,TPP,Chirocaine_Inj 2.5mg/ml 10ml Amp,1502010V0BBAAAA,7,9.16115
2018-12-01,Microtest,Cefuroxime Sod_Inj 750mg Vl,0501021J0AAABAB,3,147.59526
2018-12-01,Microtest,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,2,300.75554
2018-12-01,EMIS,Amoxicillin Sod_Inj 1g Vl,0501013C0AAAEAE,2,28.7014
