bnf_code,name,vpid,form,form_indicator,form_size,form_units,unit_of_measure,numerator,numerator_unit_of_measure,denominator,denominator_unit_of_measure,ingredient_count
1304000D0AACDCD,Betamethasone dipropionate 0.05% ointment 50% in White soft paraffin,29767511000001103,Ointment,Continuous,,,,250,microgram,1,gram,1
1304000D0AACECE,Coal tar 2% in Betamethasone dipropionate 0.05% ointment,29767711000001108,Ointment,Continuous,,,,20,mg,1,gram,2
1304000D0AACECE,Coal tar 2% in Betamethasone dipropionate 0.05% ointment,29767711000001108,Ointment,Continuous,,,,490,microgram,1,gram,2
1304000D0AACFCF,Coal tar 5% in Betamethasone dipropionate 0.05% ointment,31140911000001103,Ointment,Continuous,,,,50,mg,1,gram,2
1304000D0AACFCF,Coal tar 5% in Betamethasone dipropionate 0.05% ointment,31140911000001103,Ointment,Continuous,,,,475,microgram,1,gram,2
1304000D0AACGCG,Betamethasone dipropionate 0.05% ointment 25% in White soft paraffin,34682411000001108,Ointment,Continuous,,,,125,microgram,1,gram,1
1304000D0BBAAAA,Diprosone 0.05% cream,375668004,Cream,Continuous,,,,500,microgram,1,gram,1
1304000D0BBACBA,Diprosone 0.05% ointment,375669007,Ointment,Continuous,,,,500,microgram,1,gram,1
1304000D0BBAEBC,Diprosone 0.05% lotion,331832008,Liquid,Continuous,,,,500,microgram,1,ml,1
1304000D0BCAABB,Diprosalic 0.05%/3% ointment,331828002,Ointment,Continuous,,,,30,mg,1,gram,2
1304000D0BCAABB,Diprosalic 0.05%/3% ointment,331828002,Ointment,Continuous,,,,500,microgram,1,gram,2
1304000D0BCABBD,Diprosalic 0.05%/2% scalp application,331829005,Liquid,Continuous,,,,20,mg,1,ml,2
1304000D0BCABBD,Diprosalic 0.05%/2% scalp application,331829005,Liquid,Continuous,,,,500,microgram,1,ml,2
1304000D0BDABCA,Lotriderm cream,332874001,Cream,Continuous,,,,10,mg,1,gram,2
1304000D0BDABCA,Lotriderm cream,332874001,Cream,Continuous,,,,640,microgram,1,gram,2
1304000F0AAAAAA,Betamethasone valerate 0.1% cream,374372000,Cream,Continuous,,,,1,mg,1,gram,1
1304000F0AAABAB,Betamethasone valerate 0.025% cream,331820009,Cream,Continuous,,,,250,microgram,1,gram,1
1304000F0AABABA,Betamethasone valerate 0.1% ointment,396279000,Ointment,Continuous,,,,1,mg,1,gram,1
1304000F0AABBBB,Betamethasone valerate 0.025% ointment,331821008,Ointment,Continuous,,,,250,microgram,1,gram,1
1304000F0AABCBC,Betamethasone valerate 0.1% lotion,374014000,Liquid,Continuous,,,,1,mg,1,gram,1
1304000F0AABDBD,Betamethasone valerate 0.1% scalp application,331822001,Liquid,Continuous,,,,1,mg,1,gram,1
1304000F0AABFBF,Betamethasone 0.1% foam,3431911000001103,Foam,Continuous,,,,1,mg,1,gram,1
1304000F0AACACA,Betamethasone valerate 0.1% / Clioquinol 3% cream,331853004,Cream,Continuous,,,,1,mg,1,gram,2
1304000F0AACACA,Betamethasone valerate 0.1% / Clioquinol 3% cream,331853004,Cream,Continuous,,,,30,mg,1,gram,2
1304000F0AACBCB,Betamethasone valerate 0.1% / Neomycin 0.5% cream,331851002,Cream,Continuous,,,,1,mg,1,gram,2
1304000F0AACBCB,Betamethasone valerate 0.1% / Neomycin 0.5% cream,331851002,Cream,Continuous,,,,5,mg,1,gram,2
1304000F0AACCCC,Betamethasone valerate 0.1% / Fusidic acid 2% cream,331849001,Cream,Continuous,,,,1,mg,1,gram,2
1304000F0AACCCC,Betamethasone valerate 0.1% / Fusidic acid 2% cream,331849001,Cream,Continuous,,,,20,mg,1,gram,2
1304000F0AACDCD,Betamethasone valerate 0.1% / Clioquinol 3% ointment,331852009,Ointment,Continuous,,,,1,mg,1,gram,2
1304000F0AACDCD,Betamethasone valerate 0.1% / Clioquinol 3% ointment,331852009,Ointment,Continuous,,,,30,mg,1,gram,2
1304000F0AACECE,Betamethasone valerate 0.1% / Neomycin 0.5% ointment,331850001,Ointment,Continuous,,,,1,mg,1,gram,2
1304000F0AACECE,Betamethasone valerate 0.1% / Neomycin 0.5% ointment,331850001,Ointment,Continuous,,,,5,mg,1,gram,2
1304000F0AACNCN,Betamethasone valerate 0.1% ointment 50% in Emulsifying ointment,15221111000001107,Ointment,Continuous,,,,500,microgram,1,gram,1
1304000F0AACPCP,Betamethasone valerate 0.1% cream 10% in Aqueous cream,15220111000001101,Cream,Continuous,,,,100,microgram,1,gram,1
1304000F0AACRCR,Coal tar solution 10% in Betamethasone valerate 0.025% ointment,15222011000001103,Ointment,Continuous,,,,100,mg,1,gram,2
1304000F0AACRCR,Coal tar solution 10% in Betamethasone valerate 0.025% ointment,15222011000001103,Ointment,Continuous,,,,225,microgram,1,gram,2
1304000F0AACSCS,Betamethasone valerate 0.1% ointment 25% in Coal tar paste,22364711000001105,Ointment,Continuous,,,,56.25,mg,1,gram,3
1304000F0AACSCS,Betamethasone valerate 0.1% ointment 25% in Coal tar paste,22364711000001105,Ointment,Continuous,,,,250,microgram,1,gram,3
1304000F0AACSCS,Betamethasone valerate 0.1% ointment 25% in Coal tar paste,22364711000001105,Ointment,Continuous,,,,693.75,mg,1,gram,3
1304000F0AACTCT,Betamethasone valerate 0.1% ointment 5% in White soft paraffin,15221011000001106,Ointment,Continuous,,,,50,microgram,1,gram,1
1304000F0AACUCU,Betamethasone valerate 0.1% cream 10% in White soft paraffin,29826511000001107,Cream,Continuous,,,,100,microgram,1,gram,1
1304000F0AACUCU,Betamethasone valerate 0.1% ointment 10% in White soft paraffin,15220311000001104,Ointment,Continuous,,,,100,microgram,1,gram,1
1304000F0AACXCX,Betamethasone valerate 0.1% ointment 20% in Emulsifying ointment,15220511000001105,Ointment,Continuous,,,,200,microgram,1,gram,1
1304000F0AACZCZ,Betamethasone valerate 0.1% ointment 50% in White soft paraffin,15221311000001109,Ointment,Continuous,,,,500,microgram,1,gram,1
1304000F0AADADA,Betamethasone valerate 0.1% ointment 50% in Hydrous ointment,15221211000001101,Ointment,Continuous,,,,500,microgram,1,gram,1
1304000F0AADBDB,Betamethasone valerate 0.1% ointment 10% in White soft paraffin,15220311000001104,Ointment,Continuous,,,,100,microgram,1,gram,1
1304000F0AADEDE,Coal tar solution 6% in Betamethasone valerate 0.1% ointment,15226811000001105,Ointment,Continuous,,,,60,mg,1,gram,2
1304000F0AADEDE,Coal tar solution 6% in Betamethasone valerate 0.1% ointment,15226811000001105,Ointment,Continuous,,,,940,microgram,1,gram,2
1304000F0AADFDF,Betamethasone valerate 0.1% ointment 10% in Emulsifying ointment,15220211000001107,Ointment,Continuous,,,,100,microgram,1,gram,1
1304000F0AADGDG,Coal tar solution 5% in Betamethasone valerate 0.1% ointment,15223311000001105,Ointment,Continuous,,,,50,mg,1,gram,2
1304000F0AADGDG,Coal tar solution 5% in Betamethasone valerate 0.1% ointment,15223311000001105,Ointment,Continuous,,,,950,microgram,1,gram,2
1304000F0AADHDH,Coal tar solution 15% in Betamethasone valerate 0.025% ointment,15222811000001109,Ointment,Continuous,,,,150,mg,1,gram,2
1304000F0AADHDH,Coal tar solution 15% in Betamethasone valerate 0.025% ointment,15222811000001109,Ointment,Continuous,,,,212.5,microgram,1,gram,2
1304000F0AADIDI,Betamethasone valerate 0.1% cream 75% in Aqueous cream,15221411000001102,Cream,Continuous,,,,750,microgram,1,gram,1
1304000F0AADKDK,Betamethasone valerate 0.1% ointment 30% in White soft paraffin,15220811000001108,Ointment,Continuous,,,,300,microgram,1,gram,1
1304000F0AADLDL,Betamethasone valerate 0.1% cream 20% in Aqueous cream,15220411000001106,Cream,Continuous,,,,200,microgram,1,gram,1
1304000F0AADMDM,Coal tar solution 10% in Betamethasone valerate 0.1% ointment,15222111000001102,Ointment,Continuous,,,,100,mg,1,gram,2
1304000F0AADMDM,Coal tar solution 10% in Betamethasone valerate 0.1% ointment,15222111000001102,Ointment,Continuous,,,,900,microgram,1,gram,2
1304000F0AADNDN,Betamethasone valerate 0.1% ointment 25% in White soft paraffin,15220611000001109,Ointment,Continuous,,,,250,microgram,1,gram,1
1304000F0AADPDP,Betamethasone valerate 0.1% cream 30% in Cetomacrogol cream (Formula A),29767611000001104,Cream,Continuous,,,,300,microgram,1,gram,1
1304000F0AADQDQ,Betamethasone valerate 0.1% cream 5% in Aqueous cream,15220911000001103,Cream,Continuous,,,,50,microgram,1,gram,1
1304000F0AADRDR,Betamethasone valerate 0.1% cream 50% in Buffered cream,15226211000001109,Cream,Continuous,,,,500,microgram,1,gram,1
1304000F0AADSDS,Betamethasone valerate 0.1% cream 30% in Aqueous cream,15220711000001100,Cream,Continuous,,,,300,microgram,1,gram,1
1304000F0AADVDV,Betamethasone valerate 0.1% ointment 33% in White soft paraffin,15451511000001103,Ointment,Continuous,,,,330,microgram,1,gram,1
1304000F0AADWDW,Betamethasone valerate 2.25mg medicated plasters,15537111000001108,Medicated plaster,Discrete,1,plaster,plaster,2.25,mg,,,1
1304000F0AADXDX,Betamethasone valerate 0.1% ointment 20% in White soft paraffin,16072711000001106,Ointment,Continuous,,,,200,microgram,1,gram,1
1304000F0AADYDY,Betamethasone valerate 0.1% ointment 40% in White soft paraffin,18495911000001108,Ointment,Continuous,,,,400,microgram,1,gram,1
1304000F0AADZDZ,Betamethasone valerate 0.1% ointment 50% in Yellow soft paraffin,18650411000001103,Ointment,Continuous,,,,500,microgram,1,gram,1
1304000F0AAEAEA,Coal tar solution 5% / Betamethasone valerate 0.025% ointment 5% in White soft paraffin,18650311000001105,Ointment,Continuous,,,,12.5,microgram,1,gram,2
1304000F0AAEAEA,Coal tar solution 5% / Betamethasone valerate 0.025% ointment 5% in White soft paraffin,18650311000001105,Ointment,Continuous,,,,50,mg,1,gram,2
1304000F0AAEBEB,Betamethasone valerate 0.025% ointment 10% in White soft paraffin,20740011000001102,Ointment,Continuous,,,,25,microgram,1,gram,1
1304000F0AAECEC,Coal tar solution 5% in Betamethasone valerate 0.025% ointment,15223211000001102,Ointment,Continuous,,,,50,mg,1,gram,2
1304000F0AAECEC,Coal tar solution 5% in Betamethasone valerate 0.025% ointment,15223211000001102,Ointment,Continuous,,,,237.5,microgram,1,gram,2
1304000F0AAEDED,Salicylic acid 5% in Betamethasone valerate 0.1% ointment,24856711000001104,Ointment,Continuous,,,,50,mg,1,gram,2
1304000F0AAEDED,Salicylic acid 5% in Betamethasone valerate 0.1% ointment,24856711000001104,Ointment,Continuous,,,,950,microgram,1,gram,2
1304000F0AAEEEE,Coal tar solution 3% in Betamethasone valerate 0.025% ointment,23409311000001106,Ointment,Continuous,,,,30,mg,1,gram,2
1304000F0AAEEEE,Coal tar solution 3% in Betamethasone valerate 0.025% ointment,23409311000001106,Ointment,Continuous,,,,242.5,microgram,1,gram,2
1304000F0AAEFEF,Coal tar 5% / Salicylic acid 2% in Betamethasone valerate 0.025% ointment,29767811000001100,Ointment,Continuous,,,,20,mg,1,gram,3
1304000F0AAEFEF,Coal tar 5% / Salicylic acid 2% in Betamethasone valerate 0.025% ointment,29767811000001100,Ointment,Continuous,,,,50,mg,1,gram,3
1304000F0AAEFEF,Coal tar 5% / Salicylic acid 2% in Betamethasone valerate 0.025% ointment,29767811000001100,Ointment,Continuous,,,,232.5,microgram,1,gram,3
1304000F0AAEGEG,Betamethasone valerate 0.025% ointment 50% in Coal tar paste,29862311000001109,Ointment,Continuous,,,,37.5,mg,1,gram,3
1304000F0AAEGEG,Betamethasone valerate 0.025% ointment 50% in Coal tar paste,29862311000001109,Ointment,Continuous,,,,125,microgram,1,gram,3
1304000F0AAEGEG,Betamethasone valerate 0.025% ointment 50% in Coal tar paste,29862311000001109,Ointment,Continuous,,,,462.5,mg,1,gram,3
1304000F0AAEHEH,Betamethasone valerate 0.1% ointment 50% in Coal tar paste,29862411000001102,Ointment,Continuous,,,,37.5,mg,1,gram,3
1304000F0AAEHEH,Betamethasone valerate 0.1% ointment 50% in Coal tar paste,29862411000001102,Ointment,Continuous,,,,462.5,mg,1,gram,3
1304000F0AAEHEH,Betamethasone valerate 0.1% ointment 50% in Coal tar paste,29862411000001102,Ointment,Continuous,,,,500,microgram,1,gram,3
1304000F0AAEIEI,Betamethasone valerate 0.025% ointment 50% in White soft paraffin,30798311000001106,Ointment,Continuous,,,,125,microgram,1,gram,1
1304000F0AAEJEJ,Betamethasone valerate 0.1% cream 50% in Coal tar paste,30798511000001100,Cream,Continuous,,,,37.5,mg,1,gram,3
1304000F0AAEJEJ,Betamethasone valerate 0.1% cream 50% in Coal tar paste,30798511000001100,Cream,Continuous,,,,462.5,mg,1,gram,3
1304000F0AAEJEJ,Betamethasone valerate 0.1% cream 50% in Coal tar paste,30798511000001100,Cream,Continuous,,,,500,microgram,1,gram,3
1304000F0AAEKEK,Coal tar 5% in Betamethasone valerate 0.025% ointment,30798911000001107,Ointment,Continuous,,,,50,mg,1,gram,2
1304000F0AAEKEK,Coal tar 5% in Betamethasone valerate 0.025% ointment,30798911000001107,Ointment,Continuous,,,,237.5,microgram,1,gram,2
1304000F0AAELEL,Betamethasone valerate 0.1% cream 10% in Generic Unguentum M cream,30798411000001104,Cream,Continuous,,,,100,microgram,1,gram,1
1304000F0AAELEL,Betamethasone valerate 0.1% cream 10% in Unguentum M cream,30798411000001104,Cream,Continuous,,,,100,microgram,1,gram,1
1304000F0AAEMEM,Betamethasone valerate 0.1% ointment 25% / Ichthammol 1% in Yellow soft paraffin,30798711000001105,Ointment,Continuous,,,,10,mg,1,gram,2
1304000F0AAEMEM,Betamethasone valerate 0.1% ointment 25% / Ichthammol 1% in Yellow soft paraffin,30798711000001105,Ointment,Continuous,,,,250,microgram,1,gram,2
1304000F0AAENEN,Betamethasone valerate 0.1% ointment 25% / Coal tar solution 6% in White soft paraffin,30798611000001101,Ointment,Continuous,,,,60,mg,1,gram,2
1304000F0AAENEN,Betamethasone valerate 0.1% ointment 25% / Coal tar solution 6% in White soft paraffin,30798611000001101,Ointment,Continuous,,,,250,microgram,1,gram,2
1304000F0AAEPEP,Coal tar solution 5% in Betamethasone valerate 0.025% cream,30919911000001107,Cream,Continuous,,,,50,mg,1,gram,2
1304000F0AAEPEP,Coal tar solution 5% in Betamethasone valerate 0.025% cream,30919911000001107,Cream,Continuous,,,,237.5,microgram,1,gram,2
1304000F0AAEQEQ,Betamethasone valerate 0.1% cream 25% in Coal tar paste,31140311000001104,Cream,Continuous,,,,56.25,mg,1,gram,3
1304000F0AAEQEQ,Betamethasone valerate 0.1% cream 25% in Coal tar paste,31140311000001104,Cream,Continuous,,,,250,microgram,1,gram,3
1304000F0AAEQEQ,Betamethasone valerate 0.1% cream 25% in Coal tar paste,31140311000001104,Cream,Continuous,,,,693.75,mg,1,gram,3
1304000F0AAERER,Coal tar solution 10% in Betamethasone valerate 0.1% cream,31141011000001106,Cream,Continuous,,,,100,mg,1,gram,2
1304000F0AAERER,Coal tar solution 10% in Betamethasone valerate 0.1% cream,31141011000001106,Cream,Continuous,,,,900,microgram,1,gram,2
1304000F0AAESES,Betamethasone valerate 0.1% ointment 25% / Coal tar solution 5% in White soft paraffin,31140411000001106,Ointment,Continuous,,,,50,mg,1,gram,2
1304000F0AAESES,Betamethasone valerate 0.1% ointment 25% / Coal tar solution 5% in White soft paraffin,31140411000001106,Ointment,Continuous,,,,250,microgram,1,gram,2
1304000F0AAETET,Coal tar 10% in Betamethasone valerate 0.025% ointment,31140811000001108,Ointment,Continuous,,,,100,mg,1,gram,2
1304000F0AAETET,Coal tar 10% in Betamethasone valerate 0.025% ointment,31140811000001108,Ointment,Continuous,,,,225,microgram,1,gram,2
1304000F0AAEUEU,Betamethasone valerate 0.1% ointment 20% in Generic Unguentum M cream,31411211000001105,Cream,Continuous,,,,200,microgram,1,gram,1
1304000F0AAEUEU,Betamethasone valerate 0.1% ointment 20% in Unguentum M cream,31411211000001105,Cream,Continuous,,,,200,microgram,1,gram,1
1304000F0AAEVEV,Betamethasone valerate 0.1% cream 50% in Generic Unguentum M cream,31411111000001104,Cream,Continuous,,,,500,microgram,1,gram,1
1304000F0AAEVEV,Betamethasone valerate 0.1% cream 50% in Unguentum M cream,31411111000001104,Cream,Continuous,,,,500,microgram,1,gram,1
1304000F0AAEWEW,Coal tar 5% in Betamethasone valerate 0.1% ointment,31931511000001100,Ointment,Continuous,,,,50,mg,1,gram,2
1304000F0AAEWEW,Coal tar 5% in Betamethasone valerate 0.1% ointment,31931511000001100,Ointment,Continuous,,,,950,microgram,1,gram,2
1304000F0AAEXEX,Betamethasone valerate 0.1% ointment 50% in Generic Unguentum M cream,32653711000001107,Ointment,Continuous,,,,500,microgram,1,gram,1
1304000F0AAEXEX,Betamethasone valerate 0.1% ointment 50% in Unguentum M cream,32653711000001107,Ointment,Continuous,,,,500,microgram,1,gram,1
1304000F0AAEYEY,Coal tar 15% in Betamethasone valerate 0.025% ointment,32654211000001102,Ointment,Continuous,,,,150,mg,1,gram,2
1304000F0AAEYEY,Coal tar 15% in Betamethasone valerate 0.025% ointment,32654211000001102,Ointment,Continuous,,,,212.5,microgram,1,gram,2
1304000F0AAEZEZ,Coal tar solution 10% in Betamethasone valerate 0.025% cream,32654311000001105,Cream,Continuous,,,,100,mg,1,gram,2
1304000F0AAEZEZ,Coal tar solution 10% in Betamethasone valerate 0.025% cream,32654311000001105,Cream,Continuous,,,,225,microgram,1,gram,2
1304000F0AAFAFA,Coal tar 2% in Betamethasone valerate 0.1% cream,32748411000001104,Cream,Continuous,,,,20,mg,1,gram,2
1304000F0AAFAFA,Coal tar 2% in Betamethasone valerate 0.1% cream,32748411000001104,Cream,Continuous,,,,980,microgram,1,gram,2
1304000F0AAFBFB,Coal tar 2% in Betamethasone valerate 0.1% ointment,32748511000001100,Ointment,Continuous,,,,20,mg,1,gram,2
1304000F0AAFBFB,Coal tar 2% in Betamethasone valerate 0.1% ointment,32748511000001100,Ointment,Continuous,,,,980,microgram,1,gram,2
1304000F0AAFCFC,Coal tar solution 20% in Betamethasone valerate 0.1% cream,32748711000001105,Cream,Continuous,,,,200,mg,1,gram,2
1304000F0AAFCFC,Coal tar solution 20% in Betamethasone valerate 0.1% cream,32748711000001105,Cream,Continuous,,,,800,microgram,1,gram,2
1304000F0AAFDFD,Betamethasone valerate 0.1% ointment 25% / Coal tar solution 5% in Generic Unguentum M cream,32747911000001106,Cream,Continuous,,,,50,mg,1,gram,2
1304000F0AAFDFD,Betamethasone valerate 0.1% ointment 25% / Coal tar solution 5% in Generic Unguentum M cream,32747911000001106,Cream,Continuous,,,,250,microgram,1,gram,2
1304000F0AAFDFD,Betamethasone valerate 0.1% ointment 25% / Coal tar solution 5% in Unguentum M cream,32747911000001106,Cream,Continuous,,,,50,mg,1,gram,2
1304000F0AAFDFD,Betamethasone valerate 0.1% ointment 25% / Coal tar solution 5% in Unguentum M cream,32747911000001106,Cream,Continuous,,,,250,microgram,1,gram,2
1304000F0AAFEFE,Salicylic acid 2% in Betamethasone valerate 0.1% ointment,32750611000001101,Ointment,Continuous,,,,20,mg,1,gram,2
1304000F0AAFEFE,Salicylic acid 2% in Betamethasone valerate 0.1% ointment,32750611000001101,Ointment,Continuous,,,,980,microgram,1,gram,2
1304000F0AAFFFF,Coal tar solution 2% in Betamethasone valerate 0.1% ointment,32875911000001103,Ointment,Continuous,,,,20,mg,1,gram,2
1304000F0AAFFFF,Coal tar solution 2% in Betamethasone valerate 0.1% ointment,32875911000001103,Ointment,Continuous,,,,980,microgram,1,gram,2
1304000F0AAFGFG,Betamethasone valerate 0.1% ointment 25% in Emulsifying ointment,32875711000001100,Ointment,Continuous,,,,250,microgram,1,gram,1
1304000F0AAFHFH,Betamethasone valerate 0.1% cream 50% in Aqueous cream,33678511000001102,Cream,Continuous,,,,500,microgram,1,gram,1
1304000F0AAFIFI,Betamethasone valerate 0.1% ointment 30% / Coal tar solution 5% in Yellow soft paraffin,34769111000001101,Ointment,Continuous,,,,50,mg,1,gram,2
1304000F0AAFIFI,Betamethasone valerate 0.1% ointment 30% / Coal tar solution 5% in Yellow soft paraffin,34769111000001101,Ointment,Continuous,,,,300,microgram,1,gram,2
1304000F0BBAAAA,Betnovate 0.1% cream,374372000,Cream,Continuous,,,,1,mg,1,gram,1
1304000F0BBADAB,Betnovate RD 0.025% cream,331820009,Cream,Continuous,,,,250,microgram,1,gram,1
1304000F0BBAEBA,Betnovate 0.1% ointment,396279000,Ointment,Continuous,,,,1,mg,1,gram,1
1304000F0BBAHBB,Betnovate RD 0.025% ointment,331821008,Ointment,Continuous,,,,250,microgram,1,gram,1
1304000F0BBAIBC,Betnovate 0.1% lotion,374014000,Liquid,Continuous,,,,1,mg,1,gram,1
1304000F0BBAJBD,Betnovate 0.1% scalp application,331822001,Liquid,Continuous,,,,1,mg,1,gram,1
1304000F0BBAKCA,Betnovate-C cream,331853004,Cream,Continuous,,,,1,mg,1,gram,2
1304000F0BBAKCA,Betnovate-C cream,331853004,Cream,Continuous,,,,30,mg,1,gram,2
1304000F0BBALCB,Betnovate-N cream,331851002,Cream,Continuous,,,,1,mg,1,gram,2
1304000F0BBALCB,Betnovate-N cream,331851002,Cream,Continuous,,,,5,mg,1,gram,2
1304000F0BBAMCD,Betnovate-C ointment,331852009,Ointment,Continuous,,,,1,mg,1,gram,2
1304000F0BBAMCD,Betnovate-C ointment,331852009,Ointment,Continuous,,,,30,mg,1,gram,2
1304000F0BBANCE,Betnovate-N ointment,331850001,Ointment,Continuous,,,,1,mg,1,gram,2
1304000F0BBANCE,Betnovate-N ointment,331850001,Ointment,Continuous,,,,5,mg,1,gram,2
1304000F0BCABCC,Fucibet cream,331849001,Cream,Continuous,,,,1,mg,1,gram,2
1304000F0BCABCC,Fucibet cream,331849001,Cream,Continuous,,,,20,mg,1,gram,2
1304000F0BCACCC,Fucibet Lipid cream,331849001,Cream,Continuous,,,,1,mg,1,gram,2
1304000F0BCACCC,Fucibet Lipid cream,331849001,Cream,Continuous,,,,20,mg,1,gram,2
1304000F0BDAABD,Betacap 0.1% scalp application,331822001,Liquid,Continuous,,,,1,mg,1,gram,1
1304000F0BEAABF,Bettamousse 0.1% cutaneous foam,3431911000001103,Foam,Continuous,,,,1,mg,1,gram,1
1304000F0BFAADW,Betesil 2.25mg medicated plasters,15537111000001108,Medicated plaster,Discrete,1,plaster,plaster,2.25,mg,,,1
1304000F0BGAABB,Audavate RD 0.025% ointment,331821008,Ointment,Continuous,,,,250,microgram,1,gram,1
1304000F0BGABBA,Audavate 0.1% ointment,396279000,Ointment,Continuous,,,,1,mg,1,gram,1
1304000F0BGACAB,Audavate RD 0.025% cream,331820009,Cream,Continuous,,,,250,microgram,1,gram,1
1304000F0BHAACC,Xemacort cream,331849001,Cream,Continuous,,,,1,mg,1,gram,2
1304000F0BHAACC,Xemacort cream,331849001,Cream,Continuous,,,,20,mg,1,gram,2
1304000G0AAAAAA,Clobetasol 0.05% cream,346938005,Cream,Continuous,,,,500,microgram,1,gram,1
1304000G0AABABA,Clobetasol 0.05% ointment,347928005,Ointment,Continuous,,,,500,microgram,1,gram,1
1304000G0AABBBB,Clobetasol 0.05% scalp application,3335611000001100,Liquid,Continuous,,,,500,microgram,1,gram,1
1304000G0AACACA,"Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g cream",3405211000001103,Cream,Continuous,,,,5,mg,1,gram,3
1304000G0AACACA,"Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g cream",3405211000001103,Cream,Continuous,,,,500,microgram,1,gram,3
1304000G0AACACA,"Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g cream",3405211000001103,Cream,Continuous,,,,100000,unit,1,gram,3
1304000G0AACBCB,"Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g ointment",3405411000001104,Ointment,Continuous,,,,5,mg,1,gram,3
1304000G0AACBCB,"Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g ointment",3405411000001104,Ointment,Continuous,,,,500,microgram,1,gram,3
1304000G0AACBCB,"Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g ointment",3405411000001104,Ointment,Continuous,,,,100000,unit,1,gram,3
1304000G0AACCCC,Clobetasol 500micrograms/g foam,375770003,Foam,Continuous,,,,500,microgram,1,gram,1
1304000G0AACDCD,Clobetasol 500micrograms/g shampoo,11771811000001108,Shampoo,Continuous,,,,500,microgram,1,gram,1
1304000G0AACGCG,Clobetasol 0.05% ointment 50% in White soft paraffin,15410011000001105,Ointment,Continuous,,,,250,microgram,1,gram,1
1304000G0AACHCH,Coal tar solution 5% in Clobetasol 0.05% cream,15226511000001107,Cream,Continuous,,,,50,mg,1,gram,2
1304000G0AACHCH,Coal tar solution 5% in Clobetasol 0.05% cream,15226511000001107,Cream,Continuous,,,,475,microgram,1,gram,2
1304000G0AACICI,Coal tar solution 5% in Clobetasol 0.05% ointment,15226611000001106,Ointment,Continuous,,,,50,mg,1,gram,2
1304000G0AACICI,Coal tar solution 5% in Clobetasol 0.05% ointment,15226611000001106,Ointment,Continuous,,,,475,microgram,1,gram,2
1304000G0AACJCJ,Clobetasol 0.05% ointment 10% in White soft paraffin,28946011000001108,Ointment,Continuous,,,,50,microgram,1,gram,1
1304000G0AACKCK,Clobetasol 0.05% ointment 25% in White soft paraffin,20422911000001105,Ointment,Continuous,,,,125,microgram,1,gram,1
1304000G0AACLCL,Salicylic acid 15% in Clobetasol 0.05% ointment,16075411000001108,Ointment,Continuous,,,,150,mg,1,gram,2
1304000G0AACLCL,Salicylic acid 15% in Clobetasol 0.05% ointment,16075411000001108,Ointment,Continuous,,,,425,microgram,1,gram,2
1304000G0AACMCM,Clobetasol 0.05% ointment 10% in Generic Unguentum M cream,22911611000001106,Cream,Continuous,,,,50,microgram,1,gram,1
1304000G0AACMCM,Clobetasol 0.05% ointment 10% in Unguentum M cream,22911611000001106,Cream,Continuous,,,,50,microgram,1,gram,1
1304000G0AACNCN,Salicylic acid 50% in Clobetasol 0.05% ointment,28423211000001105,Ointment,Continuous,,,,250,microgram,1,gram,2
1304000G0AACNCN,Salicylic acid 50% in Clobetasol 0.05% ointment,28423211000001105,Ointment,Continuous,,,,500,mg,1,gram,2
1304000G0AACPCP,Clobetasol 0.05% ointment 20% in White soft paraffin,28946111000001109,Ointment,Continuous,,,,100,microgram,1,gram,1
1304000G0AACQCQ,Clobetasol 0.05% cream 25% in White soft paraffin,28945711000001102,Cream,Continuous,,,,125,microgram,1,gram,1
1304000G0AACRCR,Clobetasol 0.05% cream 50% in White soft paraffin,28945911000001100,Cream,Continuous,,,,250,microgram,1,gram,1
1304000G0AACSCS,Clobetasol 0.05% ointment 30% in White soft paraffin,28946211000001103,Ointment,Continuous,,,,150,microgram,1,gram,1
1304000G0AACTCT,Coal tar solution 6% in Clobetasol 0.05% cream,28947011000001106,Cream,Continuous,,,,60,mg,1,gram,2
1304000G0AACTCT,Coal tar solution 6% in Clobetasol 0.05% cream,28947011000001106,Cream,Continuous,,,,470,microgram,1,gram,2
1304000G0AACUCU,Coal tar 3% / Salicylic acid 2% in Clobetasol 0.05% ointment,28946411000001104,Ointment,Continuous,,,,20,mg,1,gram,3
1304000G0AACUCU,Coal tar 3% / Salicylic acid 2% in Clobetasol 0.05% ointment,28946411000001104,Ointment,Continuous,,,,30,mg,1,gram,3
1304000G0AACUCU,Coal tar 3% / Salicylic acid 2% in Clobetasol 0.05% ointment,28946411000001104,Ointment,Continuous,,,,475,microgram,1,gram,3
1304000G0AACVCV,Salicylic acid 10% in Clobetasol 0.05% ointment,28947511000001103,Ointment,Continuous,,,,100,mg,1,gram,2
1304000G0AACVCV,Salicylic acid 10% in Clobetasol 0.05% ointment,28947511000001103,Ointment,Continuous,,,,450,microgram,1,gram,2
