month,chemical,chemical_code,items
2018-04-01,Ins Degludec/Liraglutide,0601023AU,3384
2018-04-01,Ivermectin,1306030B0,7880
2018-04-01,Lurasidone,0402010AI,5952
2018-04-01,Naloxegol,0106060B0,4652
2018-04-01,Nitrous Oxide,1501020R0,416
2018-04-01,Opicapone,0409010AB,1186
2018-04-01,Perindopril + Calcium Channel Blocker,0205051AC,872
2018-04-01,Sacubitril/Valsartan,0205052AE,45660
2018-04-01,Safinamide,0409010AA,1468
2018-04-01,Saxagliptin/Dapagliflozin,0601023AV,886
2018-04-01,Solifenacin/Tamsulosin,0704010W0,8052
2018-04-01,Tafluprost & Timolol,1106000AM,2160
2018-04-01,Tiotropium Brom/Olodaterol,0301040X0,23118
2018-04-01,Triamcinolone Hexacetonide,1001022Y0,1456
2018-04-01,Umeclidinium Brom,0301020T0,110518
2018-04-01,Umeclidinium Brom/Vilanterol,0301040W0,74090
2018-04-01,Vortioxetine,0403040AB,31326
2018-05-01,Aclidinium Brom/Formoterol,0301040V0,29364
2018-05-01,Alogliptin,0601023AK,485454
2018-05-01,Aripiprazole,0402020AD,1888
2018-05-01,Avanafil,0704050AC,5586
2018-05-01,BeclometDiprop/Formoterol/Glycopyrronium,0301011AB,11736
2018-05-01,Belladonna Alkaloids,0102000H0,1806
2018-05-01,Brimonidine Tart (Rosacea),1306030A0,1856
2018-05-01,Brinzolamide/Brimonidine,1106000AL,31026
2018-05-01,Brivaracetam,0408010AL,16044
2018-05-01,Canagliflozin,0601023AM,139884
2018-05-01,Canagliflozin/Metformin,0601023AP,3108
2018-05-01,Ciclosporin (Eye Anti Inflam),1104020AE,7944
2018-05-01,Ciprofloxain/Dexameth,1201010AE,3992
2018-05-01,Clindamycin/Tretinoin,1306010AB,3372
2018-05-01,Dapagliflozin/Metformin,0601023AL,9640
2018-05-01,Dulaglutide,0601023AQ,112328
2018-05-01,Edoxaban,0208020AA,148236
2018-05-01,Empagliflozin,0601023AN,268804
2018-05-01,Empagliflozin/Metformin,0601023AR,19160
2018-05-01,Fluticasone Furoate (Inh),0302000V0,464755
2018-05-01,Fosfomycin Trometamol,0501070AE,21744
2018-05-01,Guanfacine,0404000V0,8856
2018-05-01,Indacaterol/Glycopyrronium,0301040Y0,39342
2018-05-01,Ins Degludec/Liraglutide,0601023AU,3662
2018-05-01,Ivermectin,1306030B0,8518
2018-05-01,Lurasidone,0402010AI,6222
2018-05-01,Naloxegol,0106060B0,4764
2018-05-01,Nitrous Oxide,1501020R0,496
2018-05-01,Opicapone,0409010AB,1402
2018-05-01,Perindopril + Calcium Channel Blocker,0205051AC,956
2018-05-01,Sacubitril/Valsartan,0205052AE,49968
2018-05-01,Safinamide,0409010AA,1744
2018-05-01,Saxagliptin/Dapagliflozin,0601023AV,920
2018-05-01,Solifenacin/Tamsulosin,0704010W0,8646
2018-05-01,Tafluprost & Timolol,1106000AM,2304
2018-05-01,Tiotropium Brom/Olodaterol,0301040X0,25350
2018-05-01,Triamcinolone Hexacetonide,1001022Y0,1687
2018-05-01,Umeclidinium Brom,0301020T0,115994
2018-05-01,Umeclidinium Brom/Vilanterol,0301040W0,78812
2018-05-01,Vortioxetine,0403040AB,33816
2018-06-01,Aclidinium Brom/Formoterol,0301040V0,29418
2018-06-01,Alogliptin,0601023AK,489372
2018-06-01,Aripiprazole,0402020AD,1980
2018-06-01,Avanafil,0704050AC,5724
2018-06-01,BeclometDiprop/Formoterol/Glycopyrronium,0301011AB,13763
2018-06-01,Belladonna Alkaloids,0102000H0,1960
2018-06-01,Brimonidine Tart (Rosacea),1306030A0,1892
2018-06-01,Brinzolamide/Brimonidine,1106000AL,30730
2018-06-01,Brivaracetam,0408010AL,15624
2018-06-01,Canagliflozin,0601023AM,137904
2018-06-01,Canagliflozin/Metformin,0601023AP,3012
2018-06-01,Ciclosporin (Eye Anti Inflam),1104020AE,8250
2018-06-01,Ciprofloxain/Dexameth,1201010AE,4356
2018-06-01,Clindamycin/Tretinoin,1306010AB,4580
2018-06-01,Dapagliflozin/Metformin,0601023AL,9976
2018-06-01,Dulaglutide,0601023AQ,116620
2018-06-01,Edoxaban,0208020AA,159294
2018-06-01,Empagliflozin,0601023AN,277180
2018-06-01,Empagliflozin/Metformin,0601023AR,19248
2018-06-01,Fluticasone Furoate (Inh),0302000V0,468440
2018-06-01,Fosfomycin Trometamol,0501070AE,23346
2018-06-01,Guanfacine,0404000V0,9264
2018-06-01,Indacaterol/Glycopyrronium,0301040Y0,38966
2018-06-01,Ins Degludec/Liraglutide,0601023AU,3658
2018-06-01,Ivermectin,1306030B0,8300
2018-06-01,Lurasidone,0402010AI,6396
2018-06-01,Naloxegol,0106060B0,5044
2018-06-01,Nitrous Oxide,1501020R0,352
2018-06-01,Opicapone,0409010AB,1506
2018-06-01,Perindopril + Calcium Channel Blocker,0205051AC,892
2018-06-01,Sacubitril/Valsartan,0205052AE,52824
2018-06-01,Safinamide,0409010AA,1704
2018-06-01,Saxagliptin/Dapagliflozin,0601023AV,1034
2018-06-01,Solifenacin/Tamsulosin,0704010W0,8188
2018-06-01,Tafluprost & Timolol,1106000AM,2300
2018-06-01,Tiotropium Brom/Olodaterol,0301040X0,25602
2018-06-01,Triamcinolone Hexacetonide,1001022Y0,1477
2018-06-01,Umeclidinium Brom,0301020T0,112800
2018-06-01,Umeclidinium Brom/Vilanterol,0301040W0,79476
2018-06-01,Vortioxetine,0403040AB,35562
2018-07-01,Aclidinium Brom/Formoterol,0301040V0,29750
2018-07-01,Alogliptin,0601023AK,508326
2018-07-01,Aripiprazole,0402020AD,2068
2018-07-01,Avanafil,0704050AC,5718
2018-07-01,BeclometDiprop/Formoterol/Glycopyrronium,0301011AB,16631
2018-07-01,Belladonna Alkaloids,0102000H0,1932
2018-07-01,Brimonidine Tart (Rosacea),1306030A0,1544
2018-07-01,Brinzolamide/Brimonidine,1106000AL,31644
2018-07-01,Brivaracetam,0408010AL,17444
2018-07-01,Canagliflozin,0601023AM,139852
2018-07-01,Canagliflozin/Metformin,0601023AP,3184
2018-07-01,Ciclosporin (Eye Anti Inflam),1104020AE,8589
2018-07-01,Ciprofloxain/Dexameth,1201010AE,4934
2018-07-01,Clindamycin/Tretinoin,1306010AB,3714
2018-07-01,Dapagliflozin/Metformin,0601023AL,10248
2018-07-01,Dulaglutide,0601023AQ,121832
2018-07-01,Edoxaban,0208020AA,176490
2018-07-01,Empagliflozin,0601023AN,294160
2018-07-01,Empagliflozin/Metformin,0601023AR,20480
2018-07-01,Fluticasone Furoate (Inh),0302000V0,490150
2018-07-01,Fosfomycin Trometamol,0501070AE,24111
2018-07-01,Guanfacine,0404000V0,9520
2018-07-01,Indacaterol/Glycopyrronium,0301040Y0,40054
2018-07-01,Ins Degludec/Liraglutide,0601023AU,3760
2018-07-01,Ivermectin,1306030B0,7972
2018-07-01,Lurasidone,0402010AI,6912
2018-07-01,Naloxegol,0106060B0,5304
2018-07-01,Nitrous Oxide,1501020R0,288
2018-07-01,Opicapone,0409010AB,1788
2018-07-01,Perindopril + Calcium Channel Blocker,0205051AC,880
2018-07-01,Sacubitril/Valsartan,0205052AE,56856
2018-07-01,Safinamide,0409010AA,2008
2018-07-01,Saxagliptin/Dapagliflozin,0601023AV,1150
2018-07-01,Solifenacin/Tamsulosin,0704010W0,8540
2018-07-01,Tafluprost & Timolol,1106000AM,2414
2018-07-01,Tiotropium Brom/Olodaterol,0301040X0,27172
2018-07-01,Triamcinolone Hexacetonide,1001022Y0,1610
2018-07-01,Umeclidinium Brom,0301020T0,113562
2018-07-01,Umeclidinium Brom/Vilanterol,0301040W0,81950
2018-07-01,Vortioxetine,0403040AB,37374
2018-08-01,Aclidinium Brom/Formoterol,0301040V0,30668
2018-08-01,Alogliptin,0601023AK,538074
2018-08-01,Aripiprazole,0402020AD,2080
2018-08-01,Avanafil,0704050AC,5982
2018-08-01,BeclometDiprop/Formoterol/Glycopyrronium,0301011AB,19711
2018-08-01,Belladonna Alkaloids,0102000H0,2030
2018-08-01,Brimonidine Tart (Rosacea),1306030A0,1474
2018-08-01,Brinzolamide/Brimonidine,1106000AL,32370
2018-08-01,Brivaracetam,0408010AL,18494
2018-08-01,Canagliflozin,0601023AM,143984
2018-08-01,Canagliflozin/Metformin,0601023AP,3316
2018-08-01,Ciclosporin (Eye Anti Inflam),1104020AE,8934
2018-08-01,Ciprofloxain/Dexameth,1201010AE,5608
2018-08-01,Clindamycin/Tretinoin,1306010AB,3510
2018-08-01,Dapagliflozin/Metformin,0601023AL,10464
2018-08-01,Dulaglutide,0601023AQ,129768
2018-08-01,Edoxaban,0208020AA,196446
2018-08-01,Empagliflozin,0601023AN,308596
2018-08-01,Empagliflozin/Metformin,0601023AR,22160
2018-08-01,Fluticasone Furoate (Inh),0302000V0,515945
2018-08-01,Fosfomycin Trometamol,0501070AE,26901
2018-08-01,Guanfacine,0404000V0,10008
2018-08-01,Indacaterol/Glycopyrronium,0301040Y0,41804
2018-08-01,Ins Degludec/Liraglutide,0601023AU,3902
2018-08-01,Ivermectin,1306030B0,7252
2018-08-01,Lurasidone,0402010AI,7062
2018-08-01,Naloxegol,0106060B0,6200
2018-08-01,Nitrous Oxide,1501020R0,624
2018-08-01,Opicapone,0409010AB,1952
2018-08-01,Perindopril + Calcium Channel Blocker,0205051AC,932
2018-08-01,Sacubitril/Valsartan,0205052AE,61458
2018-08-01,Safinamide,0409010AA,2040
2018-08-01,Saxagliptin/Dapagliflozin,0601023AV,1228
2018-08-01,Solifenacin/Tamsulosin,0704010W0,8376
2018-08-01,Tafluprost & Timolol,1106000AM,2770
2018-08-01,Tiotropium Brom/Olodaterol,0301040X0,28668
2018-08-01,Triamcinolone Hexacetonide,1001022Y0,1407
2018-08-01,Umeclidinium Brom,0301020T0,115462
2018-08-01,Umeclidinium Brom/Vilanterol,0301040W0,86046
2018-08-01,Vortioxetine,0403040AB,40104
2018-09-01,Aclidinium Brom/Formoterol,0301040V0,28546
2018-09-01,Alogliptin,0601023AK,511278
2018-09-01,Aripiprazole,0402020AD,2088
2018-09-01,Avanafil,0704050AC,5454
2018-09-01,BeclometDiprop/Formoterol/Glycopyrronium,0301011AB,20843
2018-09-01,Belladonna Alkaloids,0102000H0,2352
2018-09-01,Brimonidine Tart (Rosacea),1306030A0,1330
2018-09-01,Brinzolamide/Brimonidine,1106000AL,29802
2018-09-01,Brivaracetam,0408010AL,18158
2018-09-01,Canagliflozin,0601023AM,134808
2018-09-01,Canagliflozin/Metformin,0601023AP,3172
2018-09-01,Ciclosporin (Eye Anti Inflam),1104020AE,8649
2018-09-01,Ciprofloxain/Dexameth,1201010AE,5994
2018-09-01,Clindamycin/Tretinoin,1306010AB,4546
2018-09-01,Dapagliflozin/Metformin,0601023AL,10128
2018-09-01,Dulaglutide,0601023AQ,124812
2018-09-01,Edoxaban,0208020AA,196116
2018-09-01,Empagliflozin,0601023AN,295752
2018-09-01,Empagliflozin/Metformin,0601023AR,21408
2018-09-01,Fluticasone Furoate (Inh),0302000V0,492600
2018-09-01,Fosfomycin Trometamol,0501070AE,24975
2018-09-01,Guanfacine,0404000V0,9904
2018-09-01,Indacaterol/Glycopyrronium,0301040Y0,38878
2018-09-01,Ins Degludec/Liraglutide,0601023AU,3432
2018-09-01,Ivermectin,1306030B0,7340
2018-09-01,Lurasidone,0402010AI,6534
2018-09-01,Naloxegol,0106060B0,5788
2018-09-01,Nitrous Oxide,1501020R0,656
2018-09-01,Opicapone,0409010AB,1894
2018-09-01,Perindopril + Calcium Channel Blocker,0205051AC,860
2018-09-01,Sacubitril/Valsartan,0205052AE,60942
2018-09-01,Safinamide,0409010AA,2056
2018-09-01,Saxagliptin/Dapagliflozin,0601023AV,1190
2018-09-01,Solifenacin/Tamsulosin,0704010W0,8084
2018-09-01,Tafluprost & Timolol,1106000AM,2572
2018-09-01,Tiotropium Brom/Olodaterol,0301040X0,27300
2018-09-01,Triamcinolone Hexacetonide,1001022Y0,1708
2018-09-01,Umeclidinium Brom,0301020T0,105926
2018-09-01,Umeclidinium Brom/Vilanterol,0301040W0,81096
2018-09-01,Vortioxetine,0403040AB,39918
2018-10-01,Aclidinium Brom/Formoterol,0301040V0,31042
2018-10-01,Alogliptin,0601023AK,569604
2018-10-01,Aripiprazole,0402020AD,2260
2018-10-01,Avanafil,0704050AC,5556
2018-10-01,BeclometDiprop/Formoterol/Glycopyrronium,0301011AB,26167
2018-10-01,Belladonna Alkaloids,0102000H0,2660
2018-10-01,Brimonidine Tart (Rosacea),1306030A0,1562
2018-10-01,Brinzolamide/Brimonidine,1106000AL,32716
2018-10-01,Brivaracetam,0408010AL,20440
2018-10-01,Canagliflozin,0601023AM,146664
2018-10-01,Canagliflozin/Metformin,0601023AP,3576
2018-10-01,Ciclosporin (Eye Anti Inflam),1104020AE,9456
2018-10-01,Ciprofloxain/Dexameth,1201010AE,6410
2018-10-01,Clindamycin/Tretinoin,1306010AB,4586
2018-10-01,Dapagliflozin/Metformin,0601023AL,10924
2018-10-01,Dulaglutide,0601023AQ,139360
2018-10-01,Edoxaban,0208020AA,229734
2018-10-01,Empagliflozin,0601023AN,333276
2018-10-01,Empagliflozin/Metformin,0601023AR,23608
2018-10-01,Fluticasone Furoate (Inh),0302000V0,551875
2018-10-01,Fosfomycin Trometamol,0501070AE,29448
2018-10-01,Guanfacine,0404000V0,11240
2018-10-01,Indacaterol/Glycopyrronium,0301040Y0,42728
2018-10-01,Ins Degludec/Liraglutide,0601023AU,4172
2018-10-01,Ivermectin,1306030B0,8240
2018-10-01,Lurasidone,0402010AI,7350
2018-10-01,Naloxegol,0106060B0,6616
2018-10-01,Nitrous Oxide,1501020R0,1264
2018-10-01,Opicapone,0409010AB,2172
2018-10-01,Perindopril + Calcium Channel Blocker,0205051AC,1112
2018-10-01,Sacubitril/Valsartan,0205052AE,68604
2018-10-01,Safinamide,0409010AA,2460
2018-10-01,Saxagliptin/Dapagliflozin,0601023AV,1428
2018-10-01,Solifenacin/Tamsulosin,0704010W0,9040
2018-10-01,Tafluprost & Timolol,1106000AM,3000
2018-10-01,Tiotropium Brom/Olodaterol,0301040X0,30314
2018-10-01,Triamcinolone Hexacetonide,1001022Y0,2142
2018-10-01,Umeclidinium Brom,0301020T0,113612
2018-10-01,Umeclidinium Brom/Vilanterol,0301040W0,90280
2018-10-01,Vortioxetine,0403040AB,45498
